代號,名稱,目前狀態,上市別,最近上市日,證期會代碼,TSE 產業別,會計月份,統一編號,國際證券編號,電話,傳真,網址,電子信箱,董事長,總經理,發言人,財務主管,員工人數-母公司,實收資本額(元),面額,幣別(IPO&面額),設立日期,最近一次公開發行日,TSE上市日,OTC上市日,REG上市日,創新版上市日,首次承銷價格,下市日期,最近一次撤銷公開發行日,全額交割起日(一),全額交割迄日(一),全額交割起日(二),全額交割迄日(二),全額交割起日(三),全額交割迄日(三),TSE產業名,TEJ產業名,TEJ子產業名,TSE舊產業名,主計處產業名,主要經營業務1,主要經營業務2,主要經營業務3,主要產品比重,公司中文全稱,公司英文全稱,公司中文簡稱,公司英文簡稱,公司中文地址,公司英文地址,股務單位,股務單位電話,股務單位地址,首次掛牌代碼,首次掛牌日期,首次掛牌市場,首次掛牌TSE產業,前一次TSE產業變更,前一次TSE產業變更日,前二次TSE產業變更,前二次TSE產業變更日,前三次TSE產業變更,前三次TSE產業變更日,首次掛牌名稱,前一次改名,前一次改名日期,前二次改名,前二次改名日期,前三次改名,前三次改名日期,前四次改名,前四次改名日期,首次掛牌TEJ子產業,前一次TEJ子產業變更,前一次TEJ子產業變更日,前二次TEJ子產業變更,前二次TEJ子產業變更日,前三次TEJ子產業變更,前三次TEJ子產業變更日,前四次TEJ子產業變更,前四次TEJ子產業變更日,危機發生日,危機發生迄日,危機事件大類別,危機事件大類別說明,危機事件類別,危機事件類別說明,會計師事務所,會計師1,會計師2,會計師3,會計師變更日,前一次變更市場日期,前一次變更市場,前二次變更市場日期,前二次變更市場,前三次變更市場日期,前三次變更市場,TSE產業_代碼,TSE產業_名稱,TEJ產業_代碼,TEJ產業_名稱,TEJ子產業_代碼,TEJ子產業_名稱,TSE舊產業_代碼,TSE舊產業_名稱
2547,日勝生,Current ,TSE,2000/12/22,2547,14,12,ID 12373243,TW0002547007,02-77338888,02-25595188,http://www.radium.com.tw,line@radium.com.tw,林榮顯,劉垚凱,陳婷婷(協理),陳亞戀(財務和股務部副總經理),125,"10,350,946,490",10,NTD,1982/03/26,1995/12/08,2000/12/22,,,,12.5,,,,,,,,,M2500 建材營造,M25A 建設,M25A 建設,M2500 建材營造,4100 建築工程業,委託營造廠商興建住宅、商辦大樓，以供出租或出售為主要業務,,,"2025/12:資源回收(47.32%),百貨(21.47%),營業租賃(13.45%),營建工程(11.20%)",日勝生活科技,"Radium Life Tech. Co., Ltd.",日勝生,RADIUM,台北市大同區市民大道一段209 號14樓,"14/F, 209, Civic Blvd., Sec.1, Taipei, Taiwan",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,2547,2000/12/22,TSE,M2500 建材營造,,,,,,,日勝生活科技,日勝建設,1995/12/19,日堡開發興業,1980/03/26,,,,,25A   建設,,,,,,,,,2024/01/10,,Q,重大財務事件(2024/01/10),T,遭勒令或自行停(復)工(2024/01/10),勤業眾信聯合會計師事務所,方涵妮,龔則立,,2026/05/12,,,,,,,M2500,建材營造,M25A,建設,M25A,建設,M2500,建材營造
2548,華固,Current ,TSE,2002/08/26,2548,14,12,ID 23358846,TW0002548005,02-27582828,02-27292687,https://www.huaku.com.tw,susan@huaku.com.tw,鍾榮昌,洪嘉昇,劉若梅(財務長),劉若梅(財務長),90,"3,357,046,310",10,NTD,1989/04/06,1997/11/17,2002/08/26,2000/07/19,,,24,,,,,,,,,M2500 建材營造,M25A 建設,M25A 建設,M2500 建材營造,6700 不動產開發業,委託營造廠商興建商業大樓、國民住宅及廠辦之出租及出售,室內裝潢業務及建材.機械買賣及進出口貿易業務,委託營造廠興建一般工業用地之廠房倉庫出租等業務,2025/12:興建國民住宅及工業廠房出售出租(100.00%),華固建設,"Huaku Development Co., Ltd.",華固,Huaku,台北市信義區信義路四段456 號7 樓,"7/F, 456, Shing-Yi Rd., Sec.4, Taipei, Taiwan",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,5527,2000/07/19,OTC,M2500 建材營造,,,,,,,華固建設,,,,,,,,,25A   建設,,,,,,,,,,,,,,,資誠聯合會計師事務所,王方瑜,林佳鴻,,2025/05/07,2002/08/26,TSE,2000/07/19,OTC,,,M2500,建材營造,M25A,建設,M25A,建設,M2500,建材營造
2596,綠意,Current ,OTC,2009/06/01,2596,14,12,ID 12860948,TW0002596004,02-87878096,02-87873416,http://www.realycorp.com.tw,services@realycorp.com.tw,許燈城,許燈城,許志豪(特別助理),林秀娟(財務部副理),21,"1,000,000,000",10,NTD,2001/05/04,2005/09/29,,2009/06/01,2007/09/29,,13,,,,,,,,,M2500 建材營造,M25A 建設,M25A 建設,M2500 建材營造,6700 不動產開發業,住宅及大樓開發租售業務,工業廠房開發租售業務,特定專業區開發業,"2025/12:興建住宅,大樓及工業廠辦出售出租(100.00%)",綠意開發,Realy Development & Construction Corp.,綠意,Realy,台北市松山區市民大道五段69號2 樓,"2/F, 69, Civil Boulevard, Sec.5, Taipei, Taiwan",福邦證券股務代理單位,02-23711658,台北市忠孝西路1段6號6樓,2596,2007/09/29,ROTC,M2500 建材營造,,,,,,,綠意開發,,,,,,,,,25A   建設,,,,,,,,,,,,,,,安侯建業聯合會計師事務所,黃明宏,陳雅琳,,2026/05/13,2009/06/01,OTC,2007/09/29,ROTC,,,M2500,建材營造,M25A,建設,M25A,建設,M2500,建材營造
2597,潤弘,Current ,TSE,2010/03/26,2597,14,12,ID 66394146,TW0002597002,02-81619999,02-81619988,http://www.rtc.com.tw,cmc@mail.ruentex.com.tw,李志宏,莫惟瀚,曹昌盛(資深副總),陳雪玲(經理),"1,419","3,107,160,000",10,NTD,1975/11/03,2007/08/21,2010/03/26,,2007/12/18,,45,,,,,,,,,M2500 建材營造,M25B 營造,M25B 營造,M2500 建材營造,4100 建築工程業,建築.土木工程之承攬;機電承裝工程.自來水承裝工程.冷凍空調工程,土木之預鑄樑.柱.樓版.外牆與各式預鑄房屋結構構件之生產與銷售,土木及預鑄工程之規劃、設計與顧問,"2025/12:建造合同(85.57%),商品銷售(14.11%),勞務(0.02%)",潤弘精密工程事業,Ruentex Engineering & Const.Co,潤弘,REC,台北市中山區八德路二段308 號10樓,"10/F, 308, Pa Teh Rd., Sec.2, Taipei, Taiwan",潤弘精密工程事業股務處,02-81617958,台北市八德路2段308號12樓,2597,2007/12/18,ROTC,M2500 建材營造,,,,,,,潤弘精密工程事業,評輝營造,1977/11/03,,,,,,,25C   工程承攬,25B   營造,2017/11/07,,,,,,,,,,,,,資誠聯合會計師事務所,黃金連,張淑瓊,,2021/08/12,2010/03/26,TSE,2007/12/18,ROTC,,,M2500,建材營造,M25B,營造,M25B,營造,M2500,建材營造
2601,益航,Current ,TSE,1965/03/01,2601,15,12,ID 03353007,TW0002601002,02-27069911,02-27069922,http://www.firsteam.com.tw,firsteam@firsteam.com.tw,郭人豪,莊仟萬,林燕玲(董事會秘書處協理),陳勁渤,47,"8,247,760,670",10,NTD,1963/10/08,,1965/03/01,,,,,,,,,,,,,M2600 航運業,M26A 海運,M26A1 散裝輪,M2600 航運業,5010 海洋水運業,經營國內外航運及有關之附屬業務、船舶及其零件批發業,設備及小客車租賃業、經營國內外投資業務住宅及大樓開發租售業務,設備及小客車租賃業、經營國內外投資業務住宅及大樓開發租售業務,"2025/12:海運(97.22%),租賃(63.99%),勞務及其他(48.90%),佣金(百貨-聯營)(44.53%),百貨-自營(30.07%),融資租賃利息收入(0.02%)",益航,"First Steamship Co., Ltd.",益航,FSC,台北市大安區復興南路二段237 號14樓,"14/F, 237, Fuhsing S. Rd., Sec.2, Taipei, Taiwan",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,2601,1965/03/01,TSE,M2600 航運業,M2600 航運業,2026/06/01,M2900 貿易百貨,2014/07/01,M2600 航運業,1965/03/01,益壽航業,益航,1997/05/03,益壽航業,1963/10/08,,,,,26A1  散裝輪,,,,,,,,,1987/04/04,,Y,財務危機(1987/04/04),E,繼續經營假設存有疑慮(1987/04/04),安侯建業聯合會計師事務所,潘俊名,毛聖崴,,2026/05/14,,,,,,,M2600,航運業,M26A,海運,M26A1,散裝輪,M2600,航運業
2603,長榮,Current ,TSE,1987/09/21,2603,15,12,ID 11337775,TW0002603008,02-25057766,03-3510973,http://www.evergreen-marine.com,public@evergreen-marine.com,張衍義,吳光輝,吳光輝(總經理),莫政平,"3,156","21,650,429,960",10,NTD,1968/09/25,1982/11/02,1987/09/21,,,,35,,,,,,,,,M2600 航運業,M26A 海運,M26A2 貨櫃輪,M2600 航運業,5010 海洋水運業,G301011船舶運送業、G401011船務代理業,G404011貨櫃集散站經營業、CD01070商港區船舶小修業,ZZ99999除許可業務外，得經營法令非禁止或限制之業務,"2025/12:船東(96.78%),貨櫃場及碼頭(1.77%),代理行(1.25%)",長榮海運,Evergreen Marine Corp. (Taiwan) Ltd.,長榮,EMC,台北市中山區民生東路二段 166號,"166, Min Sheng E. Rd. Sec.2, Taipei, Taiwan",長榮海運股務處,02-25001668,台北市民生東路2段166號2樓,2603,1987/09/21,TSE,M2600 航運業,,,,,,,長榮海運,,,,,,,,,26A2  貨櫃輪,,,,,,,,,2016/08/31,,Q,重大財務事件(2016/08/31),V,資產減損/客戶倒帳(2016/08/31),資誠聯合會計師事務所,余正富,徐明釧,,2026/05/14,,,,,,,M2600,航運業,M26A,海運,M26A2,貨櫃輪,M2600,航運業
2605,新興,Current ,TSE,1989/12/08,2605,15,12,ID 11812103,TW0002605003,02-27037055,02-27003374,http://www.snc.com.tw/,ad@snc.com.tw,許積皋,許積皋,許志鴻(財務處副總經理),陳蘭芳(財會處協理),41,"5,853,532,970",10,NTD,1968/02/27,,1989/12/08,,,,40,,,,,,,,,M2600 航運業,M26A 海運,M26A1 散裝輪,M2600 航運業,5010 海洋水運業,船務代理業,拖船駁船業,,"2025/12:散裝船(64.71%),油輪(34.84%),船舶管理(0.45%)",新興航運,Sincere Navigation Corporation,新興,SNC,台北市大安區復興南路一段 368號14樓,"14/F, 368, Fu Hsing S. Rd. Sec.1, Taipei, Taiwan",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,2605,1989/12/08,TSE,M2600 航運業,,,,,,,新興航運,,,,,,,,,26A1  散裝輪,,,,,,,,,2021/03/15,,Q,重大財務事件(2021/03/15),V,資產減損/客戶倒帳(2021/03/15),資誠聯合會計師事務所,蔡蓓華,廖福銘,,2026/05/13,,,,,,,M2600,航運業,M26A,海運,M26A1,散裝輪,M2600,航運業
2606,裕民,Current ,TSE,1990/12/08,2606,15,12,ID 47067419,TW0002606001,02-27338000,02-27359900,http://www.uming.com.tw,uming@metro.feg.com.tw,徐旭東,王書吉,張宗良(副總經理),王清霖(財務部經理),305,"8,450,557,120",10,NTD,1968/08/29,1987/08/11,1990/12/08,,,,26,,,,,,,,,M2600 航運業,M26A 海運,M26A1 散裝輪,M2600 航運業,5010 海洋水運業,船舶運送,船舶買賣,船務代理,2025/12:運費(98.49%),裕民航運,U-Ming Marine Transport Corp.,裕民,U-MING,台北市大安區敦化南路二段 207號29樓,"29/F, 207, Tun Hua S. Rd. Sec.2, Taipei, Taiwan",亞東證券股務代理單位,02-77531699,新北市新站路16號13樓,2606,1990/12/08,TSE,M2600 航運業,,,,,,,裕民航運,,,,,,,,,26A1  散裝輪,,,,,,,,,2008/08/28,,Q,重大財務事件(2008/08/28),V,資產減損/客戶倒帳(2008/08/28),勤業眾信聯合會計師事務所,劉紋伶,戴信維,,2024/11/12,,,,,,,M2600,航運業,M26A,海運,M26A1,散裝輪,M2600,航運業
2607,榮運,Current ,TSE,1990/12/14,2607,15,12,ID 04406559,TW0002607009,03-3252060,03-3462009,http://www.evergreen-eitc.com.tw,mgt@evergreen-eitc.com.tw,邱顯育,林振芳,林振芳(總經理),張慧貞(協理),"1,020","5,335,705,470",10,NTD,1973/10/05,1988/12/20,1990/12/14,,,,35,,,,,,,,,M2600 航運業,M26C 貨運倉儲,M26C 貨運倉儲,M2600 航運業,4940 汽車貨運業,船舶運送及出租業,汽車貨櫃貨運業,貨櫃集散站經營業,"2025/12:貨物承攬服務(67.89%),船舶出租等國際海運服務(13.81%),內陸運輸服務(10.59%),貨櫃集散場服務(5.14%),油品供售服務(2.28%)",長榮國際儲運,Evergreen International Storage & Transp,榮運,EITC,桃園市經國路 899號,"899, Ching Kuo Rd., Taoyuan City, Taiwan",長榮國際儲運股務處,02-25001668,台北市民生東路2段166號2樓,2607,1990/12/14,TSE,M2600 航運業,,,,,,,長榮運輸,長榮國際儲運,2001/09/28,長榮運輸,1973/10/05,,,,,26C   貨運倉儲,,,,,,,,,,,,,,,資誠聯合會計師事務所,余正富,徐明釧,,2026/05/12,,,,,,,M2600,航運業,M26C,貨運倉儲,M26C,貨運倉儲,M2600,航運業
2608,嘉里大榮,Current ,TSE,1990/12/20,2608,15,12,ID 51015548,TW0002608007,02-33226888,02-33226777,http://www.kerrytj.com/,investor@kerrytj.com,沈宗桂,阮慧雯、陳彤,阮慧雯(財務暨行政總處總經理),阮慧雯(財務暨行政總處總經理),"4,086","4,670,004,980",10,NTD,1959/12/21,,1990/12/20,,,,50,,,,,,,,,M2600 航運業,M26C 貨運倉儲,M26C 貨運倉儲,M2600 航運業,4940 汽車貨運業,汽車貨運業、汽車路線貨運業、汽車貨櫃貨運業,倉儲業務、快遞業務、宅配業務,冷凍車、冷凍櫃、冷凍庫出租業務及商品分類配送處理業務,"2025/12:貨物運輸(83.96%),物流及倉儲服務(16.04%)",嘉里大榮物流,Kerry TJ Logistics Company Limited,嘉里大榮,Kerry TJ,台北市大安區新生南路一段50號14樓,"14F., No.50, Sec. 1, Xinsheng S. Rd., Taipei, Taiwan",永豐金證券股務代理單位,02-23816288,台北市博愛路17號3樓,2608,1990/12/20,TSE,M2600 航運業,,,,,,,大榮汽車貨運,嘉里大榮物流,2011/08/02,大榮汽車貨運,1959/12/21,,,,,26C   貨運倉儲,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,吳麗冬,蘇定堅,,2022/11/11,,,,,,,M2600,航運業,M26C,貨運倉儲,M26C,貨運倉儲,M2600,航運業
2609,陽明,Current ,TSE,1992/04/20,2609,15,12,ID 04200199,TW0002609005,02-24559988,02-24559988,http://www.yangming.com/,cs@yangming.com,蔡豐明,李明輝,李明輝(總經理),蘇育文(財務長),"1,887","34,921,042,700",10,NTD,1972/12/29,1991/03/04,1992/04/20,,,,16,,,,,,,,,M2600 航運業,M26A 海運,M26A2 貨櫃輪,M2600 航運業,5010 海洋水運業,國內外水上貨運、客運業務之經營,倉庫、碼頭、拖船、駁船、貨櫃集散場站業務之經營,船舶、貨櫃及車架之修理、租賃、買賣業務之經營,"2025/12:遠洋貨運(74.15%),近洋貨運(11.96%),其他營業收入(7.22%),艙租(3.45%),貨運-其他(1.96%),船舶出租及傭船(1.26%)",陽明海運,Yang Ming Marine Transport Corp.,陽明,YMTC,基隆市七堵區明德一路 271號,"271, MingDe 1st Rd. Chidu, Keelung, Taiwan",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,2609,1992/04/20,TSE,M2600 航運業,,,,,,,陽明海運,,,,,,,,,26A2  貨櫃輪,,,,,,,,,2019/11/13,,Q,重大財務事件(2019/11/13),V,資產減損/客戶倒帳(2019/11/13),勤業眾信聯合會計師事務所,鄭欽宗,楊承修,,2024/05/10,,,,,,,M2600,航運業,M26A,海運,M26A2,貨櫃輪,M2600,航運業
2610,華航,Current ,TSE,1993/02/26,2610,15,12,ID 11145904,TW0002610003,03-3998888,03-3998313,http://www.china-airlines.com,tpeprci@china-airlines.com,高星潢,陳漢銘,魯淑慧(處長),顏洋(財務處協理),"11,689","61,449,885,580",10,NTD,1959/09/07,1991/10/23,1993/02/26,,,,68,,,,,,,,,M2600 航運業,M26D 空運,M26D 空運,M2600 航運業,5100 航空運輸業,客運、貨運、郵運,代理業務(包括營業、運務)及代理修護,倉儲業務之經營,"2025/12:航空客運(59.73%),航空貨運(31.96%)",中華航空,China Airlines Ltd.,華航,CAL,桃園市大園區航站南路1 號,"No. 1, Hangjhan S. Rd., Dayuan Dist., Taoyuan City",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,2610,1993/02/26,TSE,M2600 航運業,,,,,,,中華航空,,,,,,,,,26D   空運,,,,,,,,,2021/05/10,,Q,重大財務事件(2021/05/10),T,遭勒令或自行停(復)工(2021/05/10),勤業眾信聯合會計師事務所,李冠豪,錢奕圻,,2024/05/09,,,,,,,M2600,航運業,M26D,空運,M26D,空運,M2600,航運業
2611,志信,Current ,TSE,1993/10/28,2611,15,12,ID 33853232,TW0002611001,02-25090036,02-25007894,http://www.tsgroup.com.tw,tstcomp@tsgroup.com.tw,黃春發,陳秀奇,陳秀奇(總經理),吳宗諭(財務部經理),27,"1,890,022,720",10,NTD,1973/11/15,1990/10/02,1993/10/28,,,,45,,,,,,,,,M2600 航運業,M26C 貨運倉儲,M26C 貨運倉儲,M2600 航運業,4940 汽車貨運業,運輸,營建、觀光休閒,貿易商品買賣業務,"2025/12:餐旅服務(53.21%),運輸服務(46.79%)",志信國際,"Tze Shin International Co., Ltd.",志信,TSI,台北市大安區市民大道3段206號6樓,"6 F., No. 206, Sec. 3, Civic Blvd., Da'an Dist., Taipei City",統一綜合證券股務代理單位,02-27463797,台北市東興路8號B1,2611,1993/10/28,TSE,M2600 航運業,,,,,,,志信運輸倉儲,志信國際,2002/07/05,志信運輸倉儲,1973/11/15,,,,,26C   貨運倉儲,,,,,,,,,2020/08/31,,Q,重大財務事件(2020/08/31),V,資產減損/客戶倒帳(2020/08/31),安永聯合會計師事務所,許新民,余倩如,,2026/08/13,,,,,,,M2600,航運業,M26C,貨運倉儲,M26C,貨運倉儲,M2600,航運業
2612,中航,Current ,TSE,1994/10/20,2612,15,12,ID 43778070,TW0002612009,02-23963282,02-23513082,http://www.cmt.tw,cmt@agcmt.com.tw,彭士孝,戴聖堅,唐邦正(協理),孫賢中(協理),76,"1,974,845,930",10,NTD,1978/01/31,1990/12/14,1994/10/20,,,,57,,,,,,,,,M2600 航運業,M26A 海運,M26A1 散裝輪,M2600 航運業,5010 海洋水運業,散裝貨輪運輸業(百分之百轉投資海外子公司),汽車貨櫃貨運業,民用航空總代理,"2025/12:海運(69.00%),內陸運輸服務(20.00%),倉儲(9.00%),空運及其他(2.00%)",中國航運,Chinese Maritime Transport Ltd.,中航,CMT,台北市中正區濟南路一段15號9 樓,"9/F, 15, Chi-Nan Rd., Sec.1, Taipei, Taiwan",凱基證券股務代理單位,02-23148800,台北市重慶南路1段2號5樓,2612,1994/10/20,TSE,M2600 航運業,,,,,,,偉聯運輸,中國航運,2004/08/11,中國航運運輸,2002/08/07,偉聯運輸,1978/01/31,,,26C   貨運倉儲,26A1  散裝輪,2008/11/17,,,,,,,,,,,,,安侯建業聯合會計師事務所,區耀軍,簡思娟,,2022/05/10,,,,,,,M2600,航運業,M26A,海運,M26A1,散裝輪,M2600,航運業
2613,中櫃,Current ,TSE,1995/01/20,2613,15,12,ID 39014517,TW0002613007,02-86482211,02-26491298,http://www.cctcorp.com.tw,cctc@gcn.net.tw,林宏年,黃國樑,陳政宏(副總經理),陳政宏(副總經理),705,"1,484,234,580",10,NTD,1969/11/27,,1995/01/20,,,,54,,,,,,,,,M2600 航運業,M26C 貨運倉儲,M26C 貨運倉儲,M2600 航運業,4940 汽車貨運業,經營港埠碼頭貨櫃集散站,辦理貨櫃修理維護業務,辦理一般倉庫及保稅業務,2025/12:貨櫃集散站作業(100.00%),中國貨櫃運輸,China Container Terminal Corp.,中櫃,CCTC,新北市汐止區大同路三段 275號,"No.275, Sec. 3, Datong Rd., Xizhi Dist., New Taipei City, Taiwan",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,2613,1995/01/20,TSE,M2600 航運業,,,,,,,中國貨櫃運輸,,,,,,,,,26C   貨運倉儲,,,,,,,,,2004/05/06,2000/12/31,Q,重大財務事件(2004/05/06),F,疑似盜取資產或掏空(2004/05/06),資誠聯合會計師事務所,林雅慧,馮敏娟,,2026/05/13,,,,,,,M2600,航運業,M26C,貨運倉儲,M26C,貨運倉儲,M2600,航運業
2614,東森,Current ,TSE,1995/09/23,2614,20,12,ID 04964250,TW0002614005,02-27557565,02-27028079,http://www.emic.com.tw,emic@emic.com.tw,廖尚文,周惠英,周惠英(總經理),王玲,179,"3,272,649,460",10,NTD,1975/05/14,1982/09/30,1995/09/23,,,,26,,,,,,,,,M9900 其他,M29A 百貨批發,M29A9 其他零售,M9900 其他,4549 其他食品批發業,穀倉,網路媒體事業,貿易零售事業,"2025/12:東森寵物雲(39.26%),東森新聞雲-廣告(32.60%),穀物(25.84%),東森新聞雲-其他(2.31%)",東森國際,Eastern Media International Corporation,東森,EMIC,台北市大安區復興南路一段 368號 8樓,"8/F, 368, Fu Hsing S. Rd. Sec.1, Taipei, Taiwan",統一綜合證券股務代理單位,02-27463797,台北市東興路8號B1,2614,1995/09/23,TSE,M2600 航運業,M9900 其他,2021/06/01,M2900 貿易百貨,2014/07/01,M2600 航運業,1995/09/23,遠東倉儲,東森國際,2005/07/15,遠森網路科技,2000/06/05,遠東倉儲,1975/05/14,,,26A1  散裝輪,29A9  其他零售,2022/10/20,26E   其他運儲,2020/11/03,,,,,2026/07/24,,Q,重大財務事件(2026/07/24),T,遭勒令或自行停(復)工(2026/07/24),安侯建業聯合會計師事務所,黃欣婷,陳宗哲,,2024/05/09,,,,,,,M9900,其他,M29A,百貨批發,M29A9,其他零售,M9900,其他
2615,萬海,Current ,TSE,1996/05/16,2615,15,12,ID 11395000,TW0002615002,02-25677961,02-25216000,http://tw.wanhai.com/,PR@wanhai.com,陳柏廷,謝福隆,蘇麗梅(協理),陳志先(財務主管),"1,660","28,061,462,930",10,NTD,1965/02/24,1988/12/30,1996/05/16,,,,60,,,,,,,,,M2600 航運業,M26A 海運,M26A2 貨櫃輪,M2600 航運業,5010 海洋水運業,船舶運送業、船務代理業、其他批發業零售業、船舶及其零件批發業,船舶及其零件零售業、貨櫃集散站經營業、船舶及貨櫃出租業,船舶貨物裝卸承攬業、除許可業務外得經營法令非禁止或限制之業務,"2025/12:船舶運送業(98.11%),港口貨櫃集散站經營(0.90%),船務代理(0.54%),船舶及貨櫃買賣(0.43%),船舶及貨櫃出租(0.02%)",萬海航運,Wan Hai Lines Ltd.,萬海,WANHAI,台北市中山區松江路 136號10樓,"10th Fl., 136 Sung Chiang Rd., Taipei, Taiwan",華南永昌綜合證券股務代理單位,02-27186425,台北市民生東路4段54號4樓,2615,1996/05/16,TSE,M2600 航運業,,,,,,,萬海航運,,,,,,,,,26A2  貨櫃輪,,,,,,,,,2006/11/14,,Q,重大財務事件(2006/11/14),F,疑似盜取資產或掏空(2006/11/14),安侯建業聯合會計師事務所,陳宜君,郭柔蘭,,2024/05/09,,,,,,,M2600,航運業,M26A,海運,M26A2,貨櫃輪,M2600,航運業
2616,山隆,Current ,TSE,1997/11/08,2616,23,12,ID 33983853,TW0002616000,02-29599611,02-29599441,http://www.slc.com.tw,invest@slc.com.tw,鄭人豪,俞蘭輝,曾才宏(執行長),林秀玲,"1,087","1,372,818,270",10,NTD,1976/04/06,1991/08/26,1997/11/08,,,,31.5,,,,,,,,,M9700 油電燃氣業,M99D 公用事業,M99D1 加油站,M9700 油電燃氣業,4821 加油及加氣站,汽車貨櫃貨運業,汽車修理業及其零件買賣,加油站業務及倉儲業務,"2025/12:加油站(79.00%),汽車運輸(21.00%)",山隆通運,"Shan-Loong Transportation Co., Ltd.",山隆,SLC,新北市板橋區民生路一段1-2 號1 樓,"1F., No.1-2, Sec. 1, Minsheng Rd., Banqiao Dist., New Taipei City, Taiwan",山隆通運股務處,02-22225131,新北市民生路1段3號3樓,2616,1997/11/08,TSE,M2600 航運業,M9700 油電燃氣業,2007/07/02,M2600 航運業,1976/04/06,,,山隆通運,,,,,,,,,26C   貨運倉儲,99D1  加油站,2017/06/30,,,,,,,2025/02/21,,Q,重大財務事件(2025/02/21),F,疑似盜取資產或掏空(2025/02/21),安侯建業聯合會計師事務所,梅元貞,郭仰倫,,2025/08/13,,,,,,,M9700,油電燃氣業,M99D,公用事業,M99D1,加油站,M9700,油電燃氣業
2617,台航,Current ,TSE,1998/06/24,2617,15,12,ID 03564713,TW0002617008,02-23941769,02-23970640,http://www.taiwanline.com.tw,tnctpe@taiwanline.com.tw,魏健宏,陳建州,陳建州(總經理(代理)),蔣克培(財務部經理),241,"4,172,944,870",10,NTD,1946/07/01,1983/11/18,1998/06/24,,,,13.5,,,,,,,,,M2600 航運業,M26A 海運,M26A1 散裝輪,M2600 航運業,5010 海洋水運業,海運服務業,委託營造廠商興建住宅及商業大樓出租出售業務,,"2025/12:遠洋航線(92.26%),沿海(噸),沿海(人)(7.74%)",台灣航業,"Taiwan Navigation Co., Ltd.",台航,TNC,台北市中正區濟南路二段29號2-6 樓,"2-6F, No.29, Sec.2, Chi Nan Rd., Taipei, Taiwan",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,2617,1998/06/24,TSE,M2600 航運業,,,,,,,台灣航業,,,,,,,,,26A1  散裝輪,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,翁雅玲,辛宥呈,,2025/04/30,,,,,,,M2600,航運業,M26A,海運,M26A1,散裝輪,M2600,航運業
